,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
abhd6,,,,,,,2.125,,,,1.455078125,,1.7509765625,,,1.240234375,,,1.8330078125,,,,,,,,,,,,,,,,,,,,,1.974609375,,,,,2.037109375,,,,,,,1.724609375,,,1.8642578125,,,,1.939453125,,,,,1.3349609375,,,,,,,,,1.83984375,2.18359375,1.869140625,,,,,,,,,,,,,,,,1.06640625,2.041015625,,1.5537109375,,1.775390625,,,1.6669921875,,,,,,1.552734375,1.669921875,,,,2.541015625,,,,,,,,,,2.03125,,,,,1.6455078125,,,,,,1.9951171875,1.75390625,,,,1.4892578125,1.970703125,,2.080078125,,1.919921875,,,1.9326171875,1.7548828125,1.724609375,,,,2.302734375,,,,2.36328125,,,,,,,1.82421875,,1.2333984375,,,,2.21484375,,,,1.9560546875,,,,1.736328125,,,,,,,,,,1.150390625,1.6923828125,,,,,1.83203125,,,,,2.05859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4443359375,1.8671875,,,,1.744140625,,,1.7451171875,,,,1.54296875,,,,2.486328125,1.88671875,,,1.744140625,,,,,,1.26171875,,1.1513671875,,,1.0400390625,,,,,,,,,1.3955078125,,,,,,,,,,,,,,,2.0390625,,,,,,,,,,,1.685546875,1.701171875,,,,,,,,,,,,,,,,,,1.3515625,,,,,2.818359375,,,,,2.271484375,,,,,,,,,,,,,,1.578125,,1.28125,,,,,,,,,,,,1.5126953125,,,,1.4697265625,1.7119140625,,,1.615234375,,,,,1.2373046875,,,,1.958984375,,,,,,,,1.7197265625,,,,,1.400390625,,,,,,,,,,,,,,,,,,2.134765625,,1.537109375,,,2.271484375,,1.0703125,,,,,,,,,,,1.8173828125,,,,,
abhd8,,,,,,,,,1.3701171875,,,,,,1.2626953125,1.33203125,,,0.62890625,,,,1.2236328125,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185546875,,1.208984375,,1.2099609375,1.453125,,,,,,,1.130859375,,,,,,,,,1.0732421875,,,,1.205078125,,,1.0771484375,,,,,,,,,0.9814453125,,,,1.1142578125,,,,1.2822265625,,1.2939453125,,1.1279296875,1.41796875,,,,,1.3857421875,,,,,,,,,,,,,1.265625,,0.8544921875,,,,,,,,,0.82666015625,0.70703125,,1.224609375,,,1.2822265625,,,,1.2724609375,,,,,,0.90087890625,,,,1.2353515625,,,,,1.0615234375,,,,,,,,,,,,1.1416015625,1.3115234375,,,,,,,,,,1.439453125,,,,,,,,,,,,,,,,,,,,,,1.345703125,,,,,,,,,,,,,,,,,,,1.03125,,1.328125,,1.556640625,1.5009765625,1.0185546875,,,,1.4755859375,,,1.0068359375,0.7666015625,,,1.3408203125,,,1.4189453125,,,,,1.044921875,1.46484375,,1.201171875,,,,,,1.142578125,,,,,,,,0.93359375,,,,,0.7236328125,0.9462890625,,1.1357421875,1.2548828125,,,,,,,,,1.1611328125,0.970703125,,,,1.37890625,1.123046875,1.21484375,,,1.109375,,,0.96435546875,,,,,,,,,,,,,1.4365234375,,,0.654296875,,,,1.212890625,,,,,,,1.07421875,,,,,,,,1.56640625,,,,,,,,,1.2568359375,,,1.2431640625,1.0224609375,,,,1.5673828125,,,,,,1.376953125,,,,,,,1.36328125,,,,,1.087890625,,1.36328125,,,,,,,,,,,,,,,,,1.1640625,,,,,,,,,,,,,,,1.3095703125,,,,,,1.294921875,,,,,,,1.0615234375,,,,,,,,,,,,,
abracl,,,4.48046875,4.8125,4.5078125,,,,,,,,4.5,,,,,,,,,,,,,,4.37890625,,,,,,4.50390625,,,,,,,4.2890625,4.328125,,4.74609375,,4.49609375,4.5078125,,,4.63671875,4.55859375,4.51171875,,,,4.36328125,,,,,,,,,,,,4.59375,,,,,,,,4.71875,,,,,4.70703125,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46875,4.28515625,,4.3828125,,,,,,4.70703125,,,,,4.5,4.80859375,,,4.46484375,,,4.2734375,,4.390625,,4.26171875,,,4.48046875,,,,,,,4.29296875,,,4.49609375,,,,,4.44140625,4.44921875,,4.59765625,,4.4765625,4.49609375,,,,,,,,,,,4.7734375,4.375,,,,,,,,,,,,,,,,,,,4.1796875,,,4.3671875,4.12109375,,,,,4.59765625,4.65625,4.69921875,,4.26953125,,4.4375,,4.56640625,4.296875,,,,4.5859375,,,,,,,,,,,,,,,,,,,4.65625,3.99609375,,,,,,,,,,,,,,,4.48046875,,,,,,3.953125,,,,4.609375,,,,,,,,,,,,,,,,4.765625,,,,,,,,,4.50390625,,,,,,,,,,,,,,,,,,,4.48828125,,,,4.58984375,4.51953125,,,,,,,,,,,,,,4.5,,4.546875,,,,,,,,,,,,,,,,,4.24609375,,,,,,4.69140625,4.38671875,,,,,,,4.48046875,,,,,,,,,,,4.2890625,,,,,,,,,4.25390625,,,4.4375,,,4.3046875,4.5390625,,,,4.69140625,,,,,,,4.48828125,,,,,,,,,,,4.39453125,,,4.296875,,,,,,,4.453125,,,,,,,,,4.484375,4.421875,,
abraxas1,,,,,,,,,,,,1.8740234375,,,,1.513671875,,,,,,,,,,,,2.126953125,,,1.6708984375,,,,,1.49609375,,1.6357421875,,,,1.708984375,,,,,,,,,,,,,1.7412109375,,1.3720703125,,,,1.5546875,,,,,,,,,1.7373046875,1.4970703125,,,,1.615234375,,1.6962890625,,,,,,,,1.7548828125,1.3076171875,,,1.5146484375,,1.8115234375,,,,,,1.431640625,,,,,,,,,,,,,,,,,,1.8134765625,,1.7841796875,,,,,,,,,1.9033203125,1.60546875,,,1.603515625,,1.5908203125,,,1.548828125,,,,,1.79296875,,,,,,,,,,,,1.673828125,,,,,,,1.5458984375,1.6923828125,,1.609375,,,,,,,,,,,,1.818359375,,,1.70703125,,1.611328125,,1.8466796875,,,,,,,,,,,2.0,1.646484375,,1.828125,,1.74609375,,,1.7998046875,1.4453125,,,,1.5966796875,,1.7275390625,,,,,,1.5859375,,,1.9228515625,,,,1.9091796875,,1.4609375,1.375,,,2.20703125,,,1.166015625,,,,,,,1.4765625,,,,,,,,,2.416015625,,,,,,,,,,,,1.37109375,,,,,,,,,1.78515625,,,,,1.6826171875,,,,,,,,,,,,,1.2861328125,,,,,,,,2.107421875,,,,1.69140625,,,,1.4140625,,,1.486328125,,2.009765625,,,,,,,,,,,,,,,,,,,1.7275390625,,,,,,,,,,1.9716796875,,,,,,,,,1.8427734375,,,,,,,,,,,,1.751953125,,1.466796875,1.39453125,,1.4853515625,,2.109375,,,,,,,,,1.6630859375,,,,,,,1.7607421875,1.505859375,1.771484375,,,,,,,,1.544921875,,,,,,,,,,,,,,,,,,,1.6005859375,,,,1.814453125,,,,,,1.9638671875,,,,
abt1,,,2.837890625,,,,,,,,,,,,,,,2.9453125,2.962890625,,2.994140625,,,2.94921875,,,,,,3.080078125,,,2.943359375,,,,2.923828125,,,,,3.044921875,2.857421875,,,,,,,,,2.888671875,2.90625,2.837890625,,,,,,,,,,,,,,,,,,,,,,,2.869140625,,,,,,,,,,,,,,,,3.001953125,,,,,,,,,,,,,2.904296875,2.880859375,,,,,,,,,,,,,2.92578125,,,,2.884765625,,,2.83203125,,,2.8828125,,,,2.90625,,,3.193359375,,,,,,,,,,2.990234375,2.8828125,,,2.884765625,,,,2.994140625,,,,,,,,,,,2.97265625,,3.009765625,,,2.90625,,,,,2.998046875,,,,,,,,,,,,,,2.95703125,,,,2.9921875,,,,,,,,,,,,,,,,,,,,,,,3.060546875,,,,,,2.984375,,,2.896484375,,2.98046875,,,,2.9453125,,,,,2.912109375,,,,2.943359375,,,,,,,,2.884765625,,,3.07421875,,2.908203125,,,,2.87109375,,2.880859375,2.96484375,,,,,,,,,,3.11328125,,,,,,,,,,,,,3.033203125,,,,2.994140625,,,,,,,,2.818359375,,,,,,,,,,2.962890625,2.93359375,,,,,,,,,,,,2.908203125,,,,,3.017578125,,,,2.8828125,,,2.970703125,,3.029296875,,,2.919921875,,,,,,3.00390625,,,,,,2.865234375,,,,,,,2.8984375,,,3.044921875,,,2.96875,,3.05078125,,,,2.857421875,,,,,,2.98046875,2.9765625,,,3.037109375,,,,,,2.955078125,,,,,,,,,,,2.9375,,2.87890625,,,,,,,,2.95703125,,,,,2.982421875,,,3.072265625,2.986328125,,,,,2.94921875,,2.94140625,
ac000068.1,-1.3740234375,,,,,,,,-0.71875,,-0.74072265625,-0.47802734375,,,,,,-1.2490234375,,-1.57421875,,,,,,,,-0.5712890625,,,,-1.1123046875,,,-0.94091796875,,,,-0.71533203125,,-1.5166015625,,,,,,,-0.8037109375,,,,,,,,,,,,,,-0.92822265625,,-0.765625,,-1.1474609375,-1.35546875,,,-0.72705078125,,,,,,,,,,,,,,,,,,,,,,-0.7607421875,,,-0.8916015625,-0.853515625,,,,,-1.3759765625,-0.73876953125,,,,-0.45263671875,,-1.1044921875,,,,,,-1.705078125,,,,-1.1201171875,,,,,-1.0537109375,-1.4423828125,-1.4287109375,,,,,-0.89501953125,,,,,,,,,,-0.9638671875,,,,,-0.9052734375,,,,,,,-0.67041015625,-0.68017578125,-0.802734375,-0.7666015625,,,,,,,,,,,,,-0.54638671875,,,,,,,-0.4912109375,-1.98046875,,,,,,,,,,,,,,,,,,-0.892578125,,,-1.5712890625,,,,,-0.8193359375,,,,,,,-0.59375,-0.76123046875,,,,,,,,,,-1.623046875,-1.06640625,,,,,,,,,,,,,,,,,,,,,-0.61767578125,,,,,,,,,,,,,,,,-0.75732421875,,,,,,,,,,,-0.958984375,,,-0.966796875,,,,,,,-0.701171875,,,,,-0.88818359375,,,,,-1.1884765625,,,,-1.3916015625,,,,,,,,,,-1.041015625,,,,,-1.7900390625,,,,,,,,,-0.7314453125,,,,,,,,,,,,,,,,-0.75830078125,-0.6318359375,-1.361328125,,,,,,,,,-0.81591796875,-0.9833984375,,,-0.712890625,,,,,,,,,-1.1181640625,,,,,,,,,-1.0576171875,,,,,,-0.6455078125,,,,-1.1025390625,-0.92041015625,,,,,,,,,,-0.96630859375,,,,,,,,,,,,,,,-0.84716796875,,,-1.1171875,,,,-1.068359375,-1.4541015625,-1.052734375,-0.79833984375,-1.1435546875,,,,-1.0751953125,,,,
ac003965.1,-0.91015625,,,,,,,,,,,-2.0546875,,,-1.8115234375,,-1.2978515625,,,,,,,,-1.875,-0.408203125,,,,,,,,,,,-0.98974609375,,,-2.126953125,,,-1.3740234375,,,,,,,,,-1.205078125,,,,,,,,-1.423828125,,,,,,,,-2.26171875,,,,,,-1.0634765625,,,,,,-1.1220703125,,,,-2.1640625,,,,,,-0.611328125,,,-2.076171875,,,,,,,,,,,,,,,,,,,,-1.73828125,-0.5234375,,,,-0.681640625,,,,,,,,,,,,,,,,,,,,-2.2109375,,,,-2.478515625,,,,,,-1.3974609375,,,,,,,-1.6064453125,,,,,,,,,,,,,,-0.7900390625,-0.87255859375,,,,-1.28515625,,,,,,,,,,,,,-0.430908203125,,,,-1.181640625,,,,,-0.66357421875,-2.513671875,,-0.249267578125,,,,-2.326171875,,,,,,,,-0.8564453125,,,,,,,,,,,,,,,-0.73388671875,,,,,,,,-1.2705078125,,,,,,,,,-5.04296875,,-4.21484375,,,,-0.56689453125,,-1.6044921875,,,,,,,,,,,-0.6416015625,-0.08148193359375,,,,0.2005615234375,,,,-1.93359375,,-0.97802734375,,,-1.76171875,,,-1.4375,,,,-0.6796875,-2.3515625,,-0.736328125,,-2.326171875,,,,-0.92919921875,,,-0.751953125,,,,,,,,,-1.576171875,,-1.103515625,-1.6591796875,,,,,-2.359375,,-1.3740234375,,,-0.90869140625,,-1.033203125,,,,-1.77734375,,,,,,,,,-0.62109375,,,,,,,,-1.47265625,,-1.298828125,,,,,,,-1.4921875,,,,,-1.4091796875,,,,,,,,,,,,,,-1.037109375,-0.91748046875,-0.52783203125,,-2.171875,,,,,-1.53125,,,,,,,,,,,-0.76416015625,,-0.75732421875,,,,,,,,,,,-0.56591796875,,,,,,,,,,,-1.0458984375,,,,,,-1.5947265625,,-1.3388671875,
ac005606.2,1.447265625,,,,,,1.5107421875,,1.73046875,,,,,,1.2333984375,,,,,0.99853515625,,,1.81640625,1.6708984375,1.5673828125,,,,,,,,,,,,,,1.515625,,,,,,,,,1.353515625,,,1.5185546875,,,,,,1.5537109375,,1.626953125,,1.6240234375,,,,,,,,1.30078125,1.4052734375,,,1.740234375,,,1.4453125,1.17578125,,,,,,1.6435546875,,,,,,,,,,,1.7431640625,,,,,,,,,1.9033203125,,,,1.423828125,,1.46484375,,,1.771484375,,1.98046875,,,1.736328125,,,,,,,1.5810546875,1.5244140625,,,,,,,,,,,,,1.556640625,,,,,1.6650390625,,,,,,,,,,,1.826171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4423828125,,,1.462890625,,,1.3369140625,,,,,,,,,,,,,,,1.8359375,,,,,,,1.8447265625,,1.4248046875,,,,,,,1.529296875,,,,1.51171875,,,,,,,1.796875,,,,1.7294921875,,,1.439453125,1.4365234375,,,,,,,,,,,,,,,,,,1.3056640625,1.251953125,1.484375,,,,,1.3076171875,1.23046875,,,,,,,,,,,,,,,,,,1.466796875,,,,,1.640625,,1.5458984375,,,1.5341796875,,,,1.34765625,,,,,,1.595703125,1.3349609375,,1.5400390625,,,,,,1.24609375,1.67578125,,,1.515625,,1.1962890625,,,,,1.568359375,,,,,,,,,,,,1.1435546875,,,,,,,,,1.4462890625,,,1.8056640625,,,1.2744140625,,,,,1.376953125,,,,1.525390625,,,,,,,,,,,,,,,,1.404296875,,,,,,,,1.546875,1.447265625,,,,,,,,,,,,1.55078125,,,,,,,,,,,,1.19140625,,,1.7080078125,,1.533203125,1.5693359375,,1.69921875,,,,,,
ac005670.3,,,,,,,,,,,,1.806640625,,,,,,,2.14453125,,,,,1.96484375,,,,,1.859375,,1.826171875,,,,,,1.7412109375,1.986328125,,,1.75390625,,,,,,,,,,,,,,2.2734375,1.640625,,,2.09765625,2.01953125,,,,,2.00390625,,2.087890625,,1.5947265625,,,1.7919921875,,,,,,1.8916015625,,,,1.9501953125,,,,,,,1.8642578125,,,2.17578125,,,,,,1.8193359375,,,,,,,,,,,,,2.169921875,,1.833984375,,,,,,,,,,,,,1.9892578125,,,,,,,,,1.568359375,,1.826171875,,1.97265625,,,,,,,,,,,,,,,,1.9296875,,1.9775390625,1.65234375,,,,1.8330078125,,,,1.994140625,,1.6435546875,,1.9482421875,,,2.005859375,,2.50390625,,,,,,,,2.078125,1.71484375,,,,,,,,,1.9833984375,,,,,,,,2.169921875,,2.14453125,,2.029296875,,,,,,,,,,,1.8017578125,,,,,,,,,1.76953125,,,,1.802734375,,,1.8056640625,,,,,,1.978515625,,,,,,,,,,,,,,1.4931640625,,,,,1.7900390625,,,,,,,1.93359375,2.150390625,,,1.751953125,,,2.119140625,,,,,,,1.8232421875,,,,,1.7734375,1.818359375,,,1.9375,,,,,,,,2.078125,1.6142578125,1.8466796875,2.193359375,,,,1.705078125,,,,,1.751953125,,,,,,,,,2.15234375,,,,,,,1.5986328125,,,,,,,,1.8193359375,2.060546875,,,,,,,,,,2.240234375,,1.9248046875,,,,,,,,,,2.052734375,,,,,,,,,,,,2.037109375,1.7314453125,,,,,1.7978515625,,,,,,,,,,,,,2.18359375,,,,,,,,1.953125,,,,,,,,,,,,,,,,,1.5546875,,,,,,1.833984375,,,,,
ac006001.3,,,-0.78125,,,,,,,,-0.2294921875,-0.46875,-0.416748046875,,,,-0.615234375,,,,,,,,-0.56005859375,,,,,,,,,,,,-0.33251953125,,,,,,,-0.390869140625,,-0.437744140625,-0.40478515625,,-0.66796875,,,-0.509765625,,,,,,,,,,,,,,,,,-1.0576171875,,,,,,,,,,,,,,,,,-0.2919921875,,,,,,-0.54443359375,,,,,,,,-0.56689453125,,,,,,,,,,-0.056304931640625,,,,-0.489013671875,-0.58642578125,,,,,,,,-0.50830078125,,,,,,,,,,-0.443115234375,,-0.469482421875,-1.0810546875,,,,,,,-0.81787109375,,,,,,,,-0.693359375,,,,,,,,,,-0.3935546875,,,,,-0.373046875,,,,,,,,,,,,,-0.76171875,,,,,,,-0.376220703125,-0.533203125,,,,,,,,-0.498046875,,,,,,,,,-0.53955078125,,,-0.60009765625,-0.65087890625,,,,-0.29150390625,,,-0.71337890625,,,-0.37255859375,,,,,,,,-0.40673828125,-0.6669921875,,,,,,,,,,,,-0.455322265625,,,,,,,,,,,,,,,,,,-0.5283203125,-0.6953125,-1.0087890625,,,,,,,,,,,,-0.40966796875,-0.4521484375,,,,,,,-0.0992431640625,,,-0.416259765625,,,,,-0.360107421875,,,,-0.4580078125,,,,,,-0.2305908203125,,,,,,,,,,-0.265380859375,,-0.43359375,,,,,,,,,,,,,,,-0.48486328125,,,,,0.04486083984375,,-0.481201171875,,-0.82080078125,,,,,,,,-0.353515625,-0.251708984375,-0.470703125,-0.37109375,,,-0.11004638671875,,,,,,-0.44091796875,,-0.246826171875,,,,,,-0.292724609375,,-0.425537109375,,,,,,,-0.58642578125,,,,,,-0.35498046875,,,-0.2398681640625,,-0.294921875,,,,-0.177490234375,,,,,-0.9443359375,-0.4697265625,-0.72021484375,,,,,,,,-0.4501953125,,-0.54541015625,,,,,,,,,,,,,,,,,-0.36572265625,-0.54833984375,
ac006504.1,,,,,,-2.15234375,,,,-2.84765625,,,-2.48828125,,,,,,,,,-2.36328125,,,,-2.896484375,-2.3515625,-2.630859375,,,-1.9384765625,,,,,,,,,,-2.119140625,,,,,,,,-2.84375,,,,-1.236328125,,,,-2.431640625,,,,,,,,,,,,,,,,,,,-1.9345703125,-2.66796875,,,,,,,,-2.525390625,,,-2.560546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.70703125,,,,,,,-2.67578125,-2.6796875,,,-2.501953125,,,,-2.001953125,,,,,,,,,,,,,,,,,,,,,-1.5146484375,-2.697265625,,-1.9296875,,-2.193359375,-3.09375,-2.630859375,,,,,,,-2.419921875,,,,,-2.431640625,,,,,,,-2.07421875,-3.107421875,,,,,,-3.275390625,-1.8955078125,,,,,,,,,,,-1.6181640625,,,,,-2.1640625,-1.869140625,,,,-3.0859375,,,-2.453125,,,,,,-2.337890625,,,,,,,-2.76171875,,,,,,,,,-1.9677734375,-1.84765625,,,,,,,,,,,-2.322265625,,,,-2.90234375,,,,,-2.92578125,,-2.552734375,,,-2.7578125,,,-2.521484375,,-3.72265625,-2.044921875,,,,-2.97265625,,,,,-2.240234375,,-1.4365234375,,,,-1.8271484375,,-4.1875,,,,,,,,,-2.291015625,,,,,-2.591796875,,,-2.85546875,-1.890625,,,,,-1.837890625,,,,,,,,,,,,,,,,,,-2.5390625,,,-2.375,,,,,-2.48046875,,,,,,,,,,-3.171875,-2.80859375,,-2.013671875,,,,,,,,-1.4951171875,-2.869140625,-2.4765625,,,,,,,,,,,,,,,,,,,-2.984375,,,-3.34765625,,,,,-2.48828125,,,,-2.349609375,-2.3671875,,,,,,,,-1.7919921875,-2.943359375,,,,,,,,,,,,,-2.36328125,,,,,
ac007036.1,,,,,-0.1971435546875,,,,-1.1416015625,,,,-0.64697265625,-0.82958984375,,-0.5556640625,-1.072265625,,-0.7607421875,-0.315185546875,,,-1.48828125,,,,,,,-0.85107421875,-0.81201171875,,,,,,,,,,,-0.84326171875,,-0.3984375,,,,-0.51171875,,-0.7333984375,,,,,-0.576171875,,,,,,,,,,,,,,,-0.58447265625,,,,,,,,,,-0.56689453125,,,,,,,,,,,,,,-0.66748046875,,,-0.88623046875,,-0.85888671875,,-0.66455078125,,,,,,,,,-0.41748046875,,,,,-1.962890625,,,-1.1689453125,-1.5205078125,,,,,-0.492431640625,,-1.8251953125,,,,,,,,,,,,,,,,,,-0.3544921875,,,,,,,,-0.68603515625,,,,,,,-0.43359375,,,,,0.1739501953125,,,,,,,,,-1.2890625,,,-0.91552734375,-0.07867431640625,,,,,-0.44873046875,,,,,,-0.01006317138671875,-1.5400390625,0.1324462890625,-0.266357421875,,-0.673828125,,,,,,-0.8447265625,,,,,,,,,,,,,,,,,0.362060546875,-0.474609375,-0.66943359375,,,-0.51025390625,,,,,,0.1292724609375,,,,,-1.376953125,,-0.96435546875,,,,,-0.5126953125,,,,-1.2255859375,,,,,,,,-1.2041015625,,-1.0458984375,,,,,,,,,-0.1341552734375,,,,,,,,,,,,,,,,,,,,,-0.841796875,,,,,,-0.110107421875,,,,,,,-0.927734375,,,,,,,,,,,-1.103515625,-0.98193359375,,,,,,,,,,,,,,,,,,,,,,,-0.36328125,,,,-0.86279296875,,-0.9365234375,,,,,,,,,,,,,,,,-0.87109375,,,,,,,,,,0.0268402099609375,,,,,,,-0.1304931640625,,,,,-1.5078125,-0.321044921875,,,,-0.90234375,,-0.0576171875,,,-0.0218963623046875,,,,,,0.257568359375,-0.67919921875,,,,-0.2430419921875,,,,,,,-0.94287109375,-0.498291015625,,,,,,,-0.2215576171875,,,-0.5615234375,,,,,,,
ac007114.1,,,0.4697265625,,,,,,,,0.97998046875,,,,,0.59423828125,,,0.9482421875,0.54052734375,0.7958984375,,,1.5810546875,0.350830078125,0.83056640625,,,,,,,,,1.271484375,,,,,,,,,,,,,0.93798828125,,0.96533203125,0.92529296875,,,,0.6669921875,,,,,0.57421875,0.59814453125,,,,,,,,,,,,,0.9208984375,,0.62158203125,,,,,,1.06640625,0.87109375,,,,,,0.89599609375,,,,,0.529296875,,0.498779296875,,0.46484375,,,,,,,0.7822265625,,,,,,,,,,,,,,,0.83935546875,,,,,,,0.56298828125,1.0205078125,,1.0849609375,,,,,0.6201171875,,,,,,,1.0400390625,,,,,,,0.955078125,,,0.5322265625,,,0.4912109375,,,,0.62353515625,0.56494140625,,,,,,,,,,,1.029296875,,1.083984375,,,,,0.58251953125,,,,,,,,,0.76171875,,,0.09088134765625,,,,,,0.962890625,,,,0.89404296875,,,1.1591796875,,,,,,,,,,,1.0205078125,,,0.343017578125,,,,,,,,,,,,,,,,0.5927734375,,,,,,,0.6875,,,0.93408203125,,,,,,,,,,,,,,,,-0.025604248046875,,,,,,,,,1.1884765625,0.89013671875,,,,,,,,,,,,,,,,,1.0966796875,0.6591796875,0.81201171875,,,,,,,,,,,,,1.0732421875,,0.7197265625,,,,,1.107421875,,,,,,,,0.564453125,,,,0.467529296875,,,,,,0.98095703125,0.0946044921875,,,,1.29296875,,,,,,,,,,1.1357421875,,,,,,,1.091796875,1.09765625,,,,,,,,,,1.5126953125,,,,,0.998046875,,,,,,,,,,0.50927734375,,,0.8720703125,0.491455078125,1.30859375,,,1.0087890625,,,,,0.85498046875,,0.8046875,,,,,,,,,,,,,,1.1748046875,,,,,,,,,,,,,,,0.74365234375,,,
